98364.2,94600.3,91585.4,88633.8,86009.6,83374.5,80971.6,78098.2,75260.8,73576.2,71187.8,68777.3,66454.4,64156.5,62499.5,60160.4,59212.4,56905.3,54999.1,53416,51448.4,49737.5,47676.2,46965.2,45086.6,43814.1,42392,41260.5,39858.3,38183.4,37251,36142.3,35337.7,33841.5,33028.1,31581.5,30933.9,29517.8,28700.1,28384,27377.9,26145.6,25503.7,24734.4,23791.5,23212.4,22608.9,21551.7,20917.7,20293.9,19619.5,19111.9,18416.4,17793.2,17347.5,16932.6,15982.9,15615.4,15257.1,14876.7,14387.1,13899.1,13186.5,12976.2,12473.3,12175.2,11677,11429.2,10999.3,10739.4,10232,10188.1,9537.99,9393.28,9235.64,8739.38,8650.39,8263.62,8104.54,7671.4,7575.48,7411.07,7018.74,6853.6,6631.86,6360.73,6282.34,5963.81,5891.09,5598.29,5439.03,5335.09,5106.24,5005.57,4843.96,4760.34,4564.22,4365.8,4321.34,4116.05
234068,232062,229456,226872,225519,222398,220172,217381,215321,213747,211779,209061,207654,205024,203259,201137,198736,197390,195297,192531,191585,189803,187055,185897,183399,181794,180151,177872,176313,175053,173066,172121,168904,167557,166429,164455,163020,161267,159289,157104,156662,154245,153022,151840,150816,149195,146599,145286,144522,142811,141215,139957,138771,137527,136161,134454,132926,131929,129930,129616,128218,126975,125783,124260,122101,121471,120509,119421,117712,116600,115500,114068,113032,112615,110833,109953,108859,107660,106843,105318,104111,103518,102162,101532,100523,98894,98875,97022,96397,94768,94017,93678,92024,90816,91355,89614,88882,87376,86852,86187
